day_of_week,month,meal_slot,scenario,academic_event,is_raining,attendance_pct,actual_attendance
6,1,lunch,best_menu,,0,0.869,521
6,1,dinner,best_menu,,0,0.9863,592
0,1,breakfast,rain,,1,0.2626,158
0,1,lunch,rain,,1,0.5597,336
0,1,dinner,rain,,1,0.6615,397
1,1,breakfast,baseline,,0,0.4853,291
1,1,lunch,baseline,,0,0.5743,345
1,1,dinner,baseline,,0,0.8705,522
2,1,breakfast,baseline,,0,0.477,286
2,1,lunch,baseline,,0,0.5478,329
2,1,dinner,baseline,,0,0.6942,417
3,1,breakfast,baseline,,0,0.4406,264
3,1,lunch,baseline,,0,0.6759,406
3,1,dinner,baseline,,0,0.7642,459
4,1,breakfast,baseline,,0,0.4991,299
4,1,lunch,baseline,,0,0.6213,373
4,1,dinner,baseline,,0,0.6432,386
5,1,breakfast,pre_holiday,pre_holiday,0,0.435,261
5,1,lunch,pre_holiday,pre_holiday,0,0.4299,258
5,1,dinner,pre_holiday,pre_holiday,0,0.4592,276
6,1,breakfast,post_holiday,holiday,0,0.3655,219
6,1,lunch,post_holiday,holiday,0,0.5258,315
6,1,dinner,post_holiday,holiday,0,0.5636,338
0,1,breakfast,post_holiday,post_holiday,0,0.361,217
0,1,lunch,post_holiday,post_holiday,0,0.5751,345
0,1,dinner,post_holiday,post_holiday,0,0.6743,405
1,1,breakfast,baseline,,0,0.4359,262
1,1,lunch,baseline,,0,0.6404,384
1,1,dinner,baseline,,0,0.701,421
2,1,breakfast,baseline,,0,0.4162,250
2,1,lunch,baseline,,0,0.6012,361
2,1,dinner,baseline,,0,0.6802,408
3,1,breakfast,baseline,,0,0.4763,286
3,1,lunch,baseline,,0,0.5529,332
3,1,dinner,baseline,,0,0.7515,451
4,1,breakfast,baseline,,0,0.4623,277
4,1,lunch,baseline,,0,0.6327,380
4,1,dinner,baseline,,0,0.6628,398
5,2,breakfast,weekend,,0,0.3007,180
5,2,lunch,weekend,,0,0.7576,455
5,2,dinner,weekend,,0,0.6446,387
6,2,breakfast,rain_weekend,,1,0.219,131
6,2,lunch,rain_weekend,,1,0.5927,356
6,2,dinner,rain_weekend,,1,0.696,418
0,2,breakfast,baseline,,0,0.4457,267
0,2,lunch,baseline,,0,0.5512,331
0,2,dinner,baseline,,0,0.6093,366
1,2,breakfast,baseline,,0,0.4145,249
1,2,lunch,baseline,,0,0.6103,366
1,2,dinner,baseline,,0,0.6668,400
2,2,breakfast,baseline,,0,0.4437,266
2,2,lunch,baseline,,0,0.5964,358
2,2,dinner,baseline,,0,0.7727,464
3,2,breakfast,baseline,,0,0.4616,277
3,2,lunch,baseline,,0,0.6454,387
3,2,dinner,baseline,,0,0.8447,507
4,2,breakfast,baseline,,0,0.448,269
4,2,lunch,baseline,,0,0.6907,414
4,2,dinner,baseline,,0,0.8259,496
5,2,breakfast,weekend,,0,0.2925,176
5,2,lunch,weekend,,0,0.7761,466
5,2,dinner,weekend,,0,0.8152,489
6,2,breakfast,best_menu,,0,0.524,314
6,2,lunch,best_menu,,0,0.7754,465
6,2,dinner,best_menu,,0,0.9208,552
0,2,breakfast,baseline,,0,0.4485,269
0,2,lunch,baseline,,0,0.6373,382
0,2,dinner,baseline,,0,0.7093,426
1,2,breakfast,baseline,,0,0.5549,333
1,2,lunch,baseline,,0,0.5433,326
1,2,dinner,baseline,,0,0.7694,462
2,2,breakfast,rain_exam,exam,1,0.6103,366
2,2,lunch,rain_exam,exam,1,0.6691,401
2,2,dinner,rain_exam,exam,1,0.778,467
3,2,breakfast,exam,exam,0,0.66,396
3,2,lunch,exam,exam,0,0.7997,480
3,2,dinner,exam,exam,0,0.7041,422
4,2,breakfast,exam,exam,0,0.6695,402
4,2,lunch,exam,exam,0,0.7966,478
4,2,dinner,exam,exam,0,0.7821,469
5,2,breakfast,exam,exam,0,0.6576,395
5,2,lunch,exam,exam,0,0.7323,439
5,2,dinner,exam,exam,0,0.8863,532
6,2,breakfast,exam,exam,0,0.5582,335
6,2,lunch,exam,exam,0,0.7905,474
6,2,dinner,exam,exam,0,0.8672,520
0,2,breakfast,exam,exam,0,0.5735,344
0,2,lunch,exam,exam,0,0.7628,458
0,2,dinner,exam,exam,0,0.6993,420
1,2,breakfast,exam,exam,0,0.5724,343
1,2,lunch,exam,exam,0,0.7365,442
1,2,dinner,exam,exam,0,0.8584,515
2,2,breakfast,exam,exam,0,0.6407,384
2,2,lunch,exam,exam,0,0.6926,416
2,2,dinner,exam,exam,0,0.8315,499
3,2,breakfast,exam,exam,0,0.6779,407
3,2,lunch,exam,exam,0,0.7107,426
3,2,dinner,exam,exam,0,0.8503,510
4,2,breakfast,exam,exam,0,0.6702,402
4,2,lunch,exam,exam,0,0.6301,378
4,2,dinner,exam,exam,0,0.9188,551
5,2,breakfast,exam,exam,0,0.7741,464
5,2,lunch,exam,exam,0,0.6688,401
5,2,dinner,exam,exam,0,0.8595,516
6,2,breakfast,best_menu,,0,0.5842,350
6,2,lunch,best_menu,,0,0.7554,453
6,2,dinner,best_menu,,0,0.9161,550
0,2,breakfast,baseline,,0,0.4602,276
0,2,lunch,baseline,,0,0.5979,359
0,2,dinner,baseline,,0,0.7446,447
1,2,breakfast,baseline,,0,0.4549,273
1,2,lunch,baseline,,0,0.6561,394
1,2,dinner,baseline,,0,0.7364,442
2,2,breakfast,baseline,,0,0.4856,291
2,2,lunch,baseline,,0,0.6518,391
2,2,dinner,baseline,,0,0.7064,424
3,2,breakfast,rain,,1,0.2786,167
3,2,lunch,rain,,1,0.4896,294
3,2,dinner,rain,,1,0.6061,364
4,2,breakfast,baseline,,0,0.427,256
4,2,lunch,baseline,,0,0.6658,399
4,2,dinner,baseline,,0,0.7177,431
5,3,breakfast,rain_weekend,,1,0.1977,119
5,3,lunch,rain_weekend,,1,0.6419,385
5,3,dinner,rain_weekend,,1,0.6381,383
6,3,breakfast,best_menu,,0,0.5267,316
6,3,lunch,best_menu,,0,0.7116,427
6,3,dinner,best_menu,,0,0.8617,517
0,3,breakfast,baseline,,0,0.4648,279
0,3,lunch,baseline,,0,0.6097,366
0,3,dinner,baseline,,0,0.8925,535
1,3,breakfast,baseline,,0,0.4573,274
1,3,lunch,baseline,,0,0.5762,346
1,3,dinner,baseline,,0,0.7204,432
2,3,breakfast,baseline,,0,0.3663,220
2,3,lunch,baseline,,0,0.6453,387
2,3,dinner,baseline,,0,0.8642,519
3,3,breakfast,baseline,,0,0.4594,276
3,3,lunch,baseline,,0,0.6853,411
3,3,dinner,baseline,,0,0.7402,444
4,3,breakfast,baseline,,0,0.3681,221
4,3,lunch,baseline,,0,0.6658,399
4,3,dinner,baseline,,0,0.7432,446
5,3,breakfast,weekend,,0,0.303,182
5,3,lunch,weekend,,0,0.6673,400
5,3,dinner,weekend,,0,0.7502,450
6,3,breakfast,best_menu,,0,0.4762,286
6,3,lunch,best_menu,,0,0.867,520
6,3,dinner,best_menu,,0,0.7994,480
0,3,breakfast,fest,fest,0,0.25,150
0,3,lunch,fest,fest,0,0.1999,120
0,3,dinner,fest,fest,0,0.3695,222
1,3,breakfast,fest,fest,0,0.2075,124
1,3,lunch,fest,fest,0,0.1844,111
1,3,dinner,fest,fest,0,0.3678,221
2,3,breakfast,fest,fest,0,0.2161,130
2,3,lunch,fest,fest,0,0.1802,108
2,3,dinner,fest,fest,0,0.3244,195
3,3,breakfast,fest,fest,0,0.2325,140
3,3,lunch,fest,fest,0,0.1633,98
3,3,dinner,fest,fest,0,0.3611,217
4,3,breakfast,baseline,,0,0.454,272
4,3,lunch,baseline,,0,0.6136,368
4,3,dinner,baseline,,0,0.8386,503
5,3,breakfast,weekend,,0,0.2685,161
5,3,lunch,weekend,,0,0.7376,443
5,3,dinner,weekend,,0,0.7348,441
6,3,breakfast,best_menu,,0,0.5467,328
6,3,lunch,best_menu,,0,0.7685,461
6,3,dinner,best_menu,,0,0.9643,579
0,3,breakfast,baseline,,0,0.4277,257
0,3,lunch,baseline,,0,0.6001,360
0,3,dinner,baseline,,0,0.7161,430
1,3,breakfast,baseline,,0,0.4726,284
1,3,lunch,baseline,,0,0.72,432
1,3,dinner,baseline,,0,0.8861,532
2,3,breakfast,baseline,,0,0.4525,272
2,3,lunch,baseline,,0,0.5737,344
2,3,dinner,baseline,,0,0.7033,422
3,3,breakfast,baseline,,0,0.4119,247
3,3,lunch,baseline,,0,0.58,348
3,3,dinner,baseline,,0,0.7413,445
4,3,breakfast,baseline,,0,0.4803,288
4,3,lunch,baseline,,0,0.5868,352
4,3,dinner,baseline,,0,0.9186,551
5,3,breakfast,weekend,,0,0.2925,176
5,3,lunch,weekend,,0,0.6747,405
5,3,dinner,weekend,,0,0.7878,473
6,3,breakfast,best_menu,,0,0.6061,364
6,3,lunch,best_menu,,0,0.8716,523
6,3,dinner,best_menu,,0,0.9214,553
0,3,breakfast,baseline,,0,0.4576,275
0,3,lunch,baseline,,0,0.5765,346
0,3,dinner,baseline,,0,0.8377,503
1,3,breakfast,baseline,,0,0.4534,272
1,3,lunch,baseline,,0,0.5099,306
1,3,dinner,baseline,,0,0.691,415
2,3,breakfast,baseline,,0,0.4937,296
2,3,lunch,baseline,,0,0.6895,414
2,3,dinner,baseline,,0,0.6545,393
3,3,breakfast,baseline,,0,0.4866,292
3,3,lunch,baseline,,0,0.5493,330
3,3,dinner,baseline,,0,0.7495,450
4,3,breakfast,baseline,,0,0.4392,264
4,3,lunch,baseline,,0,0.5395,324
4,3,dinner,baseline,,0,0.7305,438
5,3,breakfast,weekend,,0,0.2964,178
5,3,lunch,weekend,,0,0.6684,401
5,3,dinner,weekend,,0,0.7556,453
6,3,breakfast,best_menu,,0,0.5522,331
6,3,lunch,best_menu,,0,0.7805,468
6,3,dinner,best_menu,,0,0.8705,522
0,3,breakfast,baseline,,0,0.3808,229
0,3,lunch,baseline,,0,0.6575,395
0,3,dinner,baseline,,0,0.75,450
1,4,breakfast,baseline,,0,0.4846,291
1,4,lunch,baseline,,0,0.5344,321
1,4,dinner,baseline,,0,0.6316,379
2,4,breakfast,baseline,,0,0.4497,270
2,4,lunch,baseline,,0,0.642,385
2,4,dinner,baseline,,0,0.7223,433
3,4,breakfast,baseline,,0,0.4836,290
3,4,lunch,baseline,,0,0.6579,395
3,4,dinner,baseline,,0,0.7344,441
4,4,breakfast,baseline,,0,0.4777,287
4,4,lunch,baseline,,0,0.6952,417
4,4,dinner,baseline,,0,0.7887,473
5,4,breakfast,weekend,,0,0.3162,190
5,4,lunch,weekend,,0,0.7482,449
5,4,dinner,weekend,,0,0.881,529
6,4,breakfast,best_menu,,0,0.5237,314
6,4,lunch,best_menu,,0,0.8478,509
6,4,dinner,best_menu,,0,0.9041,542
0,4,breakfast,baseline,,0,0.4649,279
0,4,lunch,baseline,,0,0.6627,398
0,4,dinner,baseline,,0,0.7553,453
1,4,breakfast,baseline,,0,0.4407,264
1,4,lunch,baseline,,0,0.7082,425
1,4,dinner,baseline,,0,0.696,418
2,4,breakfast,baseline,,0,0.4504,270
2,4,lunch,baseline,,0,0.6779,407
2,4,dinner,baseline,,0,0.6602,396
3,4,breakfast,baseline,,0,0.3766,226
3,4,lunch,baseline,,0,0.635,381
3,4,dinner,baseline,,0,0.6829,410
4,4,breakfast,rain,,1,0.3334,200
4,4,lunch,rain,,1,0.506,304
4,4,dinner,rain,,1,0.6451,387
5,4,breakfast,weekend,,0,0.3161,190
5,4,lunch,weekend,,0,0.7266,436
5,4,dinner,weekend,,0,0.74,444
6,4,breakfast,rain_weekend,,1,0.2167,130
6,4,lunch,rain_weekend,,1,0.6189,371
6,4,dinner,rain_weekend,,1,0.5922,355
0,4,breakfast,baseline,,0,0.411,247
0,4,lunch,baseline,,0,0.7049,423
0,4,dinner,baseline,,0,0.8114,487
1,4,breakfast,baseline,,0,0.4557,273
1,4,lunch,baseline,,0,0.6227,374
1,4,dinner,baseline,,0,0.7907,474
2,4,breakfast,baseline,,0,0.4585,275
2,4,lunch,baseline,,0,0.6775,407
2,4,dinner,baseline,,0,0.7163,430
3,4,breakfast,baseline,,0,0.407,244
3,4,lunch,baseline,,0,0.5794,348
3,4,dinner,baseline,,0,0.6403,384
4,4,breakfast,baseline,,0,0.5151,309
4,4,lunch,baseline,,0,0.7055,423
4,4,dinner,baseline,,0,0.6524,391
5,4,breakfast,rain_weekend,,1,0.2228,134
5,4,lunch,rain_weekend,,1,0.5781,347
5,4,dinner,rain_weekend,,1,0.6721,403
6,4,breakfast,exam,exam,0,0.6639,398
6,4,lunch,exam,exam,0,0.6709,403
6,4,dinner,exam,exam,0,0.8805,528
0,4,breakfast,exam,exam,0,0.6782,407
0,4,lunch,exam,exam,0,0.7934,476
0,4,dinner,exam,exam,0,0.8124,487
1,4,breakfast,exam,exam,0,0.5379,323
1,4,lunch,exam,exam,0,0.7177,431
1,4,dinner,exam,exam,0,0.8263,496
2,4,breakfast,exam,exam,0,0.6736,404
2,4,lunch,exam,exam,0,0.7069,424
2,4,dinner,exam,exam,0,0.7921,475
3,4,breakfast,exam,exam,0,0.7057,423
3,4,lunch,exam,exam,0,0.7687,461
3,4,dinner,exam,exam,0,0.8577,515
4,4,breakfast,exam,exam,0,0.5896,354
4,4,lunch,exam,exam,0,0.7352,441
4,4,dinner,exam,exam,0,0.8769,526
5,4,breakfast,exam,exam,0,0.6726,404
5,4,lunch,exam,exam,0,0.6875,413
5,4,dinner,exam,exam,0,0.902,541
6,4,breakfast,exam,exam,0,0.4983,299
6,4,lunch,exam,exam,0,0.8032,482
6,4,dinner,exam,exam,0,0.6554,393
0,4,breakfast,exam,exam,0,0.7033,422
0,4,lunch,exam,exam,0,0.7147,429
0,4,dinner,exam,exam,0,0.765,459
1,4,breakfast,exam,exam,0,0.7034,422
1,4,lunch,exam,exam,0,0.6206,372
1,4,dinner,exam,exam,0,0.9449,567
2,4,breakfast,exam,exam,0,0.588,353
2,4,lunch,exam,exam,0,0.6991,419
2,4,dinner,exam,exam,0,0.7961,478
3,5,breakfast,post_holiday,holiday,0,0.4058,243
3,5,lunch,post_holiday,holiday,0,0.4672,280
3,5,dinner,post_holiday,holiday,0,0.6129,368
4,5,breakfast,post_holiday,holiday,0,0.423,254
4,5,lunch,post_holiday,holiday,0,0.4832,290
4,5,dinner,post_holiday,holiday,0,0.7146,429
5,5,breakfast,post_holiday,holiday,0,0.3477,209
5,5,lunch,post_holiday,holiday,0,0.5123,307
5,5,dinner,post_holiday,holiday,0,0.5927,356
6,5,breakfast,post_holiday,holiday,0,0.3862,232
6,5,lunch,post_holiday,holiday,0,0.4885,293
6,5,dinner,post_holiday,holiday,0,0.5229,314
0,5,breakfast,post_holiday,holiday,0,0.328,197
0,5,lunch,post_holiday,holiday,0,0.5091,305
0,5,dinner,post_holiday,holiday,0,0.5873,352
1,5,breakfast,post_holiday,holiday,0,0.4447,267
1,5,lunch,post_holiday,holiday,0,0.5441,326
1,5,dinner,post_holiday,holiday,0,0.6458,387
2,5,breakfast,post_holiday,holiday,0,0.3633,218
2,5,lunch,post_holiday,holiday,0,0.551,331
2,5,dinner,post_holiday,holiday,0,0.5814,349
3,5,breakfast,post_holiday,holiday,0,0.3465,208
3,5,lunch,post_holiday,holiday,0,0.5293,318
3,5,dinner,post_holiday,holiday,0,0.6036,362
4,5,breakfast,post_holiday,holiday,0,0.3637,218
4,5,lunch,post_holiday,holiday,0,0.5299,318
4,5,dinner,post_holiday,holiday,0,0.6214,373
5,5,breakfast,post_holiday,holiday,0,0.3982,239
5,5,lunch,post_holiday,holiday,0,0.552,331
5,5,dinner,post_holiday,holiday,0,0.6288,377
6,5,breakfast,post_holiday,holiday,0,0.4078,245
6,5,lunch,post_holiday,holiday,0,0.5314,319
6,5,dinner,post_holiday,holiday,0,0.6178,371
0,5,breakfast,rain_weekend,holiday,1,0.2271,136
0,5,lunch,rain_weekend,holiday,1,0.5357,321
0,5,dinner,rain_weekend,holiday,1,0.7077,425
1,5,breakfast,post_holiday,holiday,0,0.39,234
1,5,lunch,post_holiday,holiday,0,0.6099,366
1,5,dinner,post_holiday,holiday,0,0.6581,395
2,5,breakfast,post_holiday,holiday,0,0.3661,220
2,5,lunch,post_holiday,holiday,0,0.543,326
2,5,dinner,post_holiday,holiday,0,0.6206,372
3,5,breakfast,post_holiday,holiday,0,0.3744,225
3,5,lunch,post_holiday,holiday,0,0.5503,330
3,5,dinner,post_holiday,holiday,0,0.5945,357
4,5,breakfast,post_holiday,holiday,0,0.3416,205
4,5,lunch,post_holiday,holiday,0,0.5586,335
4,5,dinner,post_holiday,holiday,0,0.661,397
5,5,breakfast,rain_weekend,holiday,1,0.2154,129
5,5,lunch,rain_weekend,holiday,1,0.6042,363
5,5,dinner,rain_weekend,holiday,1,0.6876,413
6,5,breakfast,post_holiday,holiday,0,0.3805,228
6,5,lunch,post_holiday,holiday,0,0.5187,311
6,5,dinner,post_holiday,holiday,0,0.7455,447
0,5,breakfast,rain_weekend,holiday,1,0.1893,114
0,5,lunch,rain_weekend,holiday,1,0.6208,372
0,5,dinner,rain_weekend,holiday,1,0.6801,408
1,5,breakfast,post_holiday,holiday,0,0.4178,251
1,5,lunch,post_holiday,holiday,0,0.5376,323
1,5,dinner,post_holiday,holiday,0,0.577,346
2,5,breakfast,post_holiday,holiday,0,0.4025,242
2,5,lunch,post_holiday,holiday,0,0.4869,292
2,5,dinner,post_holiday,holiday,0,0.7234,434
3,5,breakfast,post_holiday,holiday,0,0.383,230
3,5,lunch,post_holiday,holiday,0,0.6106,366
3,5,dinner,post_holiday,holiday,0,0.6414,385
4,5,breakfast,post_holiday,holiday,0,0.3631,218
4,5,lunch,post_holiday,holiday,0,0.5669,340
4,5,dinner,post_holiday,holiday,0,0.6575,394
5,5,breakfast,post_holiday,holiday,0,0.3591,215
5,5,lunch,post_holiday,holiday,0,0.5473,328
5,5,dinner,post_holiday,holiday,0,0.6298,378
6,5,breakfast,post_holiday,holiday,0,0.3382,203
6,5,lunch,post_holiday,holiday,0,0.5662,340
6,5,dinner,post_holiday,holiday,0,0.5015,301
0,5,breakfast,post_holiday,holiday,0,0.3687,221
0,5,lunch,post_holiday,holiday,0,0.5984,359
0,5,dinner,post_holiday,holiday,0,0.6083,365
1,5,breakfast,post_holiday,holiday,0,0.3712,223
1,5,lunch,post_holiday,holiday,0,0.5466,328
1,5,dinner,post_holiday,holiday,0,0.6707,402
2,5,breakfast,post_holiday,holiday,0,0.4139,248
2,5,lunch,post_holiday,holiday,0,0.4986,299
2,5,dinner,post_holiday,holiday,0,0.6483,389
3,5,breakfast,post_holiday,holiday,0,0.4036,242
3,5,lunch,post_holiday,holiday,0,0.6247,375
3,5,dinner,post_holiday,holiday,0,0.5947,357
4,5,breakfast,post_holiday,holiday,0,0.3528,212
4,5,lunch,post_holiday,holiday,0,0.5703,342
4,5,dinner,post_holiday,holiday,0,0.6586,395
5,5,breakfast,post_holiday,holiday,0,0.3489,209
5,5,lunch,post_holiday,holiday,0,0.5749,345
5,5,dinner,post_holiday,holiday,0,0.5713,343
6,6,breakfast,rain_weekend,holiday,1,0.2457,147
6,6,lunch,rain_weekend,holiday,1,0.6176,371
6,6,dinner,rain_weekend,holiday,1,0.6978,419
0,6,breakfast,post_holiday,holiday,0,0.3278,197
0,6,lunch,post_holiday,holiday,0,0.5155,309
0,6,dinner,post_holiday,holiday,0,0.578,347
1,6,breakfast,post_holiday,holiday,0,0.4362,262
1,6,lunch,post_holiday,holiday,0,0.5535,332
1,6,dinner,post_holiday,holiday,0,0.6526,392
2,6,breakfast,post_holiday,holiday,0,0.378,227
2,6,lunch,post_holiday,holiday,0,0.5835,350
2,6,dinner,post_holiday,holiday,0,0.6317,379
3,6,breakfast,post_holiday,holiday,0,0.3773,226
3,6,lunch,post_holiday,holiday,0,0.5268,316
3,6,dinner,post_holiday,holiday,0,0.562,337
4,6,breakfast,rain_weekend,holiday,1,0.1958,117
4,6,lunch,rain_weekend,holiday,1,0.6027,362
4,6,dinner,rain_weekend,holiday,1,0.5981,359
5,6,breakfast,rain_weekend,holiday,1,0.2009,121
5,6,lunch,rain_weekend,holiday,1,0.4965,298
5,6,dinner,rain_weekend,holiday,1,0.6179,371
6,6,breakfast,rain_weekend,holiday,1,0.2062,124
6,6,lunch,rain_weekend,holiday,1,0.5446,327
6,6,dinner,rain_weekend,holiday,1,0.6751,405
0,6,breakfast,post_holiday,holiday,0,0.4072,244
0,6,lunch,post_holiday,holiday,0,0.5375,323
0,6,dinner,post_holiday,holiday,0,0.6096,366
1,6,breakfast,rain_weekend,holiday,1,0.2075,124
1,6,lunch,rain_weekend,holiday,1,0.6094,366
1,6,dinner,rain_weekend,holiday,1,0.7002,420
2,6,breakfast,post_holiday,holiday,0,0.4084,245
2,6,lunch,post_holiday,holiday,0,0.5458,327
2,6,dinner,post_holiday,holiday,0,0.6731,404
3,6,breakfast,rain_weekend,holiday,1,0.1871,112
3,6,lunch,rain_weekend,holiday,1,0.5132,308
3,6,dinner,rain_weekend,holiday,1,0.749,449
4,6,breakfast,post_holiday,holiday,0,0.3308,198
4,6,lunch,post_holiday,holiday,0,0.5107,306
4,6,dinner,post_holiday,holiday,0,0.6724,403
5,6,breakfast,post_holiday,holiday,0,0.3676,221
5,6,lunch,post_holiday,holiday,0,0.6024,361
5,6,dinner,post_holiday,holiday,0,0.5803,348
6,6,breakfast,rain_weekend,holiday,1,0.2034,122
6,6,lunch,rain_weekend,holiday,1,0.6187,371
6,6,dinner,rain_weekend,holiday,1,0.6931,416
0,6,breakfast,post_holiday,holiday,0,0.3894,234
0,6,lunch,post_holiday,holiday,0,0.5629,338
0,6,dinner,post_holiday,holiday,0,0.6202,372
1,6,breakfast,post_holiday,holiday,0,0.3866,232
1,6,lunch,post_holiday,holiday,0,0.551,331
1,6,dinner,post_holiday,holiday,0,0.6725,403
2,6,breakfast,rain_weekend,holiday,1,0.2007,120
2,6,lunch,rain_weekend,holiday,1,0.5612,337
2,6,dinner,rain_weekend,holiday,1,0.6703,402
3,6,breakfast,post_holiday,holiday,0,0.3893,234
3,6,lunch,post_holiday,holiday,0,0.6373,382
3,6,dinner,post_holiday,holiday,0,0.6068,364
4,6,breakfast,post_holiday,holiday,0,0.4161,250
4,6,lunch,post_holiday,holiday,0,0.5459,328
4,6,dinner,post_holiday,holiday,0,0.7518,451
5,6,breakfast,post_holiday,holiday,0,0.3933,236
5,6,lunch,post_holiday,holiday,0,0.5071,304
5,6,dinner,post_holiday,holiday,0,0.6155,369
6,6,breakfast,post_holiday,holiday,0,0.4093,246
6,6,lunch,post_holiday,holiday,0,0.5555,333
6,6,dinner,post_holiday,holiday,0,0.6971,418
0,6,breakfast,rain_weekend,holiday,1,0.1947,117
0,6,lunch,rain_weekend,holiday,1,0.7298,438
0,6,dinner,rain_weekend,holiday,1,0.6877,413
1,6,breakfast,post_holiday,holiday,0,0.362,217
1,6,lunch,post_holiday,holiday,0,0.5008,300
1,6,dinner,post_holiday,holiday,0,0.6808,408
2,6,breakfast,rain_weekend,holiday,1,0.202,121
2,6,lunch,rain_weekend,holiday,1,0.597,358
2,6,dinner,rain_weekend,holiday,1,0.7057,423
3,6,breakfast,rain_weekend,holiday,1,0.1828,110
3,6,lunch,rain_weekend,holiday,1,0.6108,366
3,6,dinner,rain_weekend,holiday,1,0.6987,419
4,6,breakfast,rain_weekend,holiday,1,0.187,112
4,6,lunch,rain_weekend,holiday,1,0.6325,380
4,6,dinner,rain_weekend,holiday,1,0.627,376
5,6,breakfast,rain_weekend,holiday,1,0.1849,111
5,6,lunch,rain_weekend,holiday,1,0.6625,397
5,6,dinner,rain_weekend,holiday,1,0.7004,420
6,6,breakfast,post_holiday,holiday,0,0.4216,253
6,6,lunch,post_holiday,holiday,0,0.6635,398
6,6,dinner,post_holiday,holiday,0,0.5467,328
0,6,breakfast,post_holiday,holiday,0,0.3644,219
0,6,lunch,post_holiday,holiday,0,0.5048,303
0,6,dinner,post_holiday,holiday,0,0.5787,347
1,7,breakfast,post_holiday,holiday,0,0.346,208
1,7,lunch,post_holiday,holiday,0,0.5562,334
1,7,dinner,post_holiday,holiday,0,0.636,382
2,7,breakfast,post_holiday,holiday,0,0.3989,239
2,7,lunch,post_holiday,holiday,0,0.5678,341
2,7,dinner,post_holiday,holiday,0,0.6144,369
3,7,breakfast,rain_weekend,holiday,1,0.2038,122
3,7,lunch,rain_weekend,holiday,1,0.5106,306
3,7,dinner,rain_weekend,holiday,1,0.6132,368
4,7,breakfast,post_holiday,holiday,0,0.3839,230
4,7,lunch,post_holiday,holiday,0,0.5364,322
4,7,dinner,post_holiday,holiday,0,0.6096,366
5,7,breakfast,rain_weekend,holiday,1,0.2088,125
5,7,lunch,rain_weekend,holiday,1,0.6349,381
5,7,dinner,rain_weekend,holiday,1,0.617,370
6,7,breakfast,rain_weekend,holiday,1,0.2006,120
6,7,lunch,rain_weekend,holiday,1,0.6083,365
6,7,dinner,rain_weekend,holiday,1,0.5677,341
0,7,breakfast,rain_weekend,holiday,1,0.2002,120
0,7,lunch,rain_weekend,holiday,1,0.5897,354
0,7,dinner,rain_weekend,holiday,1,0.6233,374
1,7,breakfast,post_holiday,holiday,0,0.3779,227
1,7,lunch,post_holiday,holiday,0,0.5456,327
1,7,dinner,post_holiday,holiday,0,0.664,398
2,7,breakfast,post_holiday,holiday,0,0.3743,225
2,7,lunch,post_holiday,holiday,0,0.5219,313
2,7,dinner,post_holiday,holiday,0,0.6555,393
3,7,breakfast,rain_weekend,holiday,1,0.1931,116
3,7,lunch,rain_weekend,holiday,1,0.6379,383
3,7,dinner,rain_weekend,holiday,1,0.7189,431
4,7,breakfast,post_holiday,holiday,0,0.4379,263
4,7,lunch,post_holiday,holiday,0,0.5041,302
4,7,dinner,post_holiday,holiday,0,0.634,380
5,7,breakfast,post_holiday,holiday,0,0.3803,228
5,7,lunch,post_holiday,holiday,0,0.5135,308
5,7,dinner,post_holiday,holiday,0,0.5581,335
6,7,breakfast,post_holiday,holiday,0,0.3598,216
6,7,lunch,post_holiday,holiday,0,0.5454,327
6,7,dinner,post_holiday,holiday,0,0.5931,356
0,7,breakfast,post_holiday,holiday,0,0.3905,234
0,7,lunch,post_holiday,holiday,0,0.5482,329
0,7,dinner,post_holiday,holiday,0,0.6627,398
1,7,breakfast,post_holiday,holiday,0,0.3918,235
1,7,lunch,post_holiday,holiday,0,0.5627,338
1,7,dinner,post_holiday,holiday,0,0.5787,347
2,7,breakfast,rain_weekend,holiday,1,0.2253,135
2,7,lunch,rain_weekend,holiday,1,0.5557,333
2,7,dinner,rain_weekend,holiday,1,0.611,367
3,7,breakfast,post_holiday,holiday,0,0.3806,228
3,7,lunch,post_holiday,holiday,0,0.5026,302
3,7,dinner,post_holiday,holiday,0,0.6179,371
4,7,breakfast,post_holiday,holiday,0,0.3586,215
4,7,lunch,post_holiday,holiday,0,0.4813,289
4,7,dinner,post_holiday,holiday,0,0.6811,409
5,7,breakfast,rain_weekend,holiday,1,0.1901,114
5,7,lunch,rain_weekend,holiday,1,0.5241,314
5,7,dinner,rain_weekend,holiday,1,0.627,376
6,7,breakfast,rain_weekend,holiday,1,0.2187,131
6,7,lunch,rain_weekend,holiday,1,0.5502,330
6,7,dinner,rain_weekend,holiday,1,0.6622,397
0,7,breakfast,post_holiday,holiday,0,0.3103,186
0,7,lunch,post_holiday,holiday,0,0.5865,352
0,7,dinner,post_holiday,holiday,0,0.5734,344
1,7,breakfast,post_holiday,holiday,0,0.3909,235
1,7,lunch,post_holiday,holiday,0,0.5887,353
1,7,dinner,post_holiday,holiday,0,0.6612,397
2,7,breakfast,post_holiday,holiday,0,0.3593,216
2,7,lunch,post_holiday,holiday,0,0.5477,329
2,7,dinner,post_holiday,holiday,0,0.6235,374
3,7,breakfast,rain_weekend,holiday,1,0.2126,128
